Distance,Use intermediate result,Flow,Angle adjustment,Left tol1,Left tol2,Left tol3,Left tol4,Left tol5,Left DEM,Right tol1,Right tol2,Right tol3,Right tol4,Right tol5,Right DEM,W.S.T.
61.800,1,245.87627,-4.449358134,8.000,4.000,0.100,2000.0,30.0,A,11.000,0.500,1.000,2000.0,30.0,A,0.0
61.900,1,245.8753894,-3.855066382999999,8.000,4.000,0.100,2000.0,30.0,A,4.000,2.000,0.100,2000.0,30.0,A,0.0
62.000,1,245.8735765,4.247539824,8.000,4.000,0.100,2000.0,30.0,A,4.000,2.000,0.100,2000.0,30.0,A,0.0
62.100,1,245.8720226,-2.499514066,8.000,4.000,0.100,2000.0,30.0,A,7.200,1.900,0.110,2000.0,30.0,A,0.0
62.200,1,245.8713492,2.4930496349999998,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
62.300,1,245.8659881,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
62.400,1,245.8176608,0.0,8.000,4.000,0.100,2000.0,30.0,A,12.000,0.500,0.110,2000.0,30.0,A,1.0
62.500,1,241.4153142,0.0,8.000,4.000,0.100,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,0.0
62.600,1,241.4147185,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
62.700,1,241.1730559,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
62.800,1,241.1695854,1.033957462,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
62.900,1,241.1684459,6.531376257,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
63.000,1,241.1672286,-7.351587218,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
63.100,1,241.1533209,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
63.200,1,241.0788616,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
63.300,1,241.0725941,0.0,12.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
63.400,1,241.0719466,0.0,12.000,4.000,0.100,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,0.0
63.500,1,241.0712991,0.0,12.000,4.000,0.100,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,0.0
63.600,1,241.070807,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
63.700,1,241.0698488,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
63.800,1,241.0694085,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
63.900,1,241.0683984,2.276239202,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
64.000,1,241.0678805,-2.295302014,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
64.100,1,241.0669222,2.25822973,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
64.200,1,241.0665078,-2.242249545,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
64.300,1,241.0610173,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
64.400,1,241.0601367,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
64.500,1,241.0588418,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
64.600,1,241.0531958,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
64.700,1,241.0522116,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
64.800,1,241.0513311,0.0,8.000,4.000,0.100,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,0.0
64.900,1,241.0480419,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
65.000,1,241.0463844,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
65.100,1,241.0450635,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
65.200,1,241.0434837,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
65.300,1,241.0378118,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
65.400,1,241.0370867,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
65.500,1,241.0351702,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
65.600,1,241.0342119,-1.263468999,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
65.700,1,241.0334608,1.313691844,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
65.800,1,241.0326839,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
65.900,1,241.0317515,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
66.000,1,241.0263904,0.0,8.000,4.000,0.100,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,1.0
66.100,1,240.5595369,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
66.200,1,240.5586045,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
66.300,1,240.5565067,-0.528916306,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
66.400,1,240.555419,-4.768641379,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
66.500,1,240.5540722,4.419982354999999,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
66.600,1,240.1524839,0.0,8.000,4.000,0.100,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,0.0
66.700,1,240.1514479,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
66.800,1,240.148625,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
66.900,1,240.1474854,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
67.000,1,240.1444811,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
67.100,1,240.1434193,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
67.200,1,240.1337849,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
67.300,1,240.1329043,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
67.400,1,240.131972,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
67.500,1,240.1311173,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
67.600,1,240.130418,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
67.700,1,240.1295375,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
67.800,1,240.1288382,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
67.900,1,240.1278022,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
68.000,1,240.1264814,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
68.100,1,240.1256008,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
68.200,1,240.1245649,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
68.300,1,240.1185563,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
68.400,1,240.1175204,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
68.500,1,240.1147492,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
68.600,1,240.1132989,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
68.700,1,240.1108903,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
68.800,1,240.1087148,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
68.900,1,240.1074457,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
69.000,1,240.1040789,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
69.100,1,240.1027839,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
69.200,1,240.0985106,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
69.300,1,240.0972157,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
69.400,1,240.0954804,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
69.500,1,240.092269,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
69.600,1,240.0900417,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
69.700,1,240.0887726,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
69.800,1,240.0875295,1.566514586,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
69.900,1,240.0783872,3.8189090269999997,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
70.000,1,240.077144,1.451985621,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
70.100,1,240.075875,3.4392724670000003,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
70.200,1,240.0747613,15.029127149999999,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
70.300,1,240.0736477,1.018469028,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
70.400,1,240.072275,-2.027261514,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
70.500,1,240.0715498,-0.11633884899999998,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
70.600,1,240.0701254,-13.8323438,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
70.700,1,240.0696074,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
70.800,1,240.0681053,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
70.900,1,239.5150343,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
71.000,1,239.5146976,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
71.100,1,239.5134027,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
71.200,1,239.5125739,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
71.300,1,239.5085337,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
71.400,1,239.5069021,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
71.500,1,239.4990547,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
71.600,1,239.4983554,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
71.700,1,239.4972936,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
71.800,1,239.4965943,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
71.900,1,239.4960504,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
72.000,1,239.4848362,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
72.100,1,239.4834636,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
72.200,1,239.4830233,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
72.300,1,239.4822722,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
72.400,1,239.471576,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
72.500,1,239.4706436,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
72.600,1,239.4690897,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
72.700,1,239.4682609,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
72.800,1,239.4674321,1.6048023220000003,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
72.900,1,237.8471193,-1.673900731,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
73.000,1,237.8463424,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
73.100,1,237.8457467,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
73.200,1,237.8449179,2.186600384,7.200,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
73.300,1,237.8436489,-2.176962878,7.200,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
73.400,1,237.8428201,0.0,7.200,1.900,0.110,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
73.500,1,237.8416288,0.0,7.200,1.900,0.110,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,0.0
73.600,1,237.5436878,0.0,7.200,1.900,0.110,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,0.0
73.700,1,237.5419267,0.0,4.000,2.000,0.100,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,0.0
73.800,1,237.217543,0.0,4.000,2.000,0.100,2000.0,30.0,A,12.000,0.500,0.100,2000.0,30.0,A,0.0
73.900,1,237.2162481,0.0,4.000,2.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
74.000,1,237.2148754,0.0,4.000,2.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
74.100,1,237.2139949,0.0,8.000,4.000,0.100,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,0.0
74.200,1,237.2129071,0.0,8.000,4.000,0.100,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,0.0
74.300,1,237.2122078,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
74.400,1,237.2114568,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
74.500,1,237.1981447,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
74.600,1,237.1972124,1.4746670480000001,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
74.700,1,237.1962023,-1.460315949,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
74.800,1,237.1955031,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
74.900,1,237.1942858,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
75.000,1,237.1934829,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
75.100,1,237.191411,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
75.200,1,237.1906859,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
75.300,1,237.1874226,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
75.400,1,237.183745,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
75.500,1,237.1800414,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
75.600,1,237.1793421,-0.4109655079999999,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
75.700,1,237.1787724,0.387337169,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
75.800,1,237.0246998,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
75.900,1,237.0239487,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
76.000,1,237.0231977,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
76.100,1,237.0221876,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
76.200,1,237.0211258,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
76.300,1,237.0194941,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
76.400,1,237.0176812,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
76.500,1,237.0164381,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
76.600,1,237.015169,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
76.700,1,236.5610059,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
76.800,1,236.5597887,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
76.900,1,236.5590894,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
77.000,1,236.5573801,11.69717925,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
77.100,1,236.5565772,-3.312673335,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
77.200,1,236.5473831,-9.357999602,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
77.300,1,236.5465285,-0.219634247,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
77.400,1,236.4445386,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
77.500,1,236.4439688,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
77.600,1,236.4432436,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
77.700,1,236.4419746,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
77.800,1,236.4410163,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
77.900,1,236.4395401,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
78.000,1,236.4385818,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
78.100,1,236.43752,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
78.200,1,236.4359143,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
78.300,1,236.434179,4.071733473,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
78.400,1,236.4266424,16.13841706,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
78.500,1,236.4193908,-17.01726126,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
78.600,1,236.4186138,-1.340788512,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
78.700,1,236.4178627,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
78.800,1,236.416775,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
78.900,1,236.4158167,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
79.000,1,236.414962,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
79.100,1,236.4144441,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
79.200,1,236.412916,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
79.300,1,236.4123722,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
79.400,1,236.411388,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
79.500,1,236.41087,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
79.600,1,236.4100931,-3.241125429,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
79.700,1,235.1415391,3.372139797,12.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
79.800,1,235.1409952,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
79.900,1,235.1335104,0.0,12.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
80.000,1,235.1328371,0.0,12.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
80.100,1,234.6746338,5.569593611,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
80.200,1,234.6740381,-5.569033658,8.000,4.000,0.100,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,0.0
80.300,1,234.6734424,0.220454281,8.000,4.000,0.100,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,0.0
80.400,1,234.672018,-0.23090935399999998,8.000,4.000,0.100,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,0.0
80.500,1,234.6708266,0.0,8.000,4.000,0.100,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,0.0
80.600,1,233.9134392,0.0,8.000,4.000,0.100,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,0.0
80.700,1,233.9126105,0.0,8.000,4.000,0.100,2000.0,30.0,A,12.000,4.000,0.100,2000.0,30.0,A,0.0
80.800,1,233.9114709,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
80.900,1,233.9107457,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
81.000,1,233.9085184,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
81.100,1,233.9064465,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
81.200,1,233.902484,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
81.300,1,233.8964496,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
81.400,1,233.8961906,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
81.500,1,233.8920726,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
81.600,1,233.8912957,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
81.700,1,233.8908813,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
81.800,1,233.8898971,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
81.900,1,233.8893792,-17.20054385,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
82.000,1,233.8823606,-1.1439607519999997,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
82.100,1,233.8802109,7.291627021,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
82.200,1,233.8779059,8.936131481,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
82.300,1,233.8756268,9.962944521,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
82.400,1,233.5043143,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
82.500,1,233.5027604,0.0,8.000,4.000,0.100,2000.0,30.0,A,8.000,4.000,0.100,2000.0,30.0,A,0.0
